"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
"query_1"	TRUE	0.0415615128403077	40	21	2	0.0952380952380952	0.05	"GO:0010737"	"GO:BP"	"protein kinase A signaling"	18092	4897	"GO:0035556"	"ISS,IEA"	"ADGRV1,PDE10A"
"query_1"	TRUE	0.0432387719472106	19	1	1	1	0.0526315789473684	"GO:0090036"	"GO:BP"	"regulation of protein kinase C signaling"	18092	21177	"c(\GO:0070528\, \GO:1902531\)"	"ISS"	"ADGRV1"
"query_1"	TRUE	0.0439973468936554	20	1	1	1	0.05	"GO:0007194"	"GO:BP"	"negative regulation of adenylate cyclase activity"	18092	3112	"c(\GO:0031280\, \GO:0045761\, \GO:0051350\)"	"ISS IEA"	"ADGRV1"
"query_1"	TRUE	0.0446921555204478	7	3	1	0.333333333333333	0.142857142857143	"GO:0071816"	"GO:BP"	"tail-anchored membrane protein insertion into ER membrane"	18092	19826	"GO:0045048"	"IDA"	"BAG6"
"query_1"	TRUE	0.0474346396197167	23	1	1	1	0.0434782608695652	"GO:0031280"	"GO:BP"	"negative regulation of cyclase activity"	18092	8272	"c(\GO:0031279\, \GO:0043086\)"	"ISS IEA"	"ADGRV1"
"query_1"	TRUE	0.0475460527101024	106	37	3	0.0810810810810811	0.0283018867924528	"GO:0006906"	"GO:BP"	"vesicle fusion"	18092	2866	"c(\GO:0016050\, \GO:0016192\, \GO:0090174\)"	"TAS,TAS,IBA"	"TAP1,TAP2,TSNARE1"
"query_1"	TRUE	0.0482897709808397	112	37	3	0.0810810810810811	0.0267857142857143	"GO:0090174"	"GO:BP"	"organelle membrane fusion"	18092	21304	"c(\GO:0048284\, \GO:0061025\)"	"TAS,TAS,IBA"	"TAP1,TAP2,TSNARE1"
"query_1"	TRUE	0.0482897709808397	1	30	1	0.0333333333333333	1	"GO:0002488"	"GO:BP"	"antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway"	18092	1147	"GO:0002476"	"IMP"	"TAP2"
"query_1"	TRUE	0.0482897709808397	1	30	1	0.0333333333333333	1	"GO:0002489"	"GO:BP"	"antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent"	18092	1148	"GO:0002488"	"IMP"	"TAP2"
"query_1"	TRUE	0.0482897709808397	77	14	2	0.142857142857143	0.025974025974026	"GO:0007029"	"GO:BP"	"endoplasmic reticulum organization"	18092	2966	"c(\GO:0006996\, \GO:0010256\)"	"IDA,IBA"	"BAG6,LMAN2L"
"query_1"	TRUE	0.0482897709808397	15	2	1	0.5	0.0666666666666667	"GO:0009404"	"GO:BP"	"toxin metabolic process"	18092	3929	"c(\GO:0019748\, \GO:0044237\)"	"IDA IBA"	"AS3MT"
"query_1"	TRUE	0.0482897709808397	26	1	1	1	0.0384615384615385	"GO:0051350"	"GO:BP"	"negative regulation of lyase activity"	18092	15856	"c(\GO:0043086\, \GO:0051339\)"	"ISS IEA"	"ADGRV1"
"query_1"	TRUE	0.0482897709808397	4	7	1	0.142857142857143	0.25	"GO:0032226"	"GO:BP"	"positive regulation of synaptic transmission, dopaminergic"	18092	8640	"c(\GO:0001963\, \GO:0032225\, \GO:0050806\)"	"ISS IEA"	"FLOT1"
"query_1"	TRUE	0.0482897709808397	10	3	1	0.333333333333333	0.1	"GO:0045048"	"GO:BP"	"protein insertion into ER membrane"	18092	13153	"c(\GO:0007029\, \GO:0033365\, \GO:0051205\)"	"IDA"	"BAG6"
